l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
1200025,34,14,4,3.00,1850.34,0.04,0.05,N,F,2025-12-11,2025-12-09,2025-12-14,COLLECT COD,RAIL,Late afternoon dock slot requested.
1200025,38,3,5,6.00,370.44,0.05,0.05,N,F,2025-12-17,2025-12-15,2025-12-25,TAKE BACK RETURN,TRUCK,"Standard handling, no extra notes."
1200026,19,4,1,3.00,1897.38,0.03,0.21,N,O,2025-12-28,2025-12-29,2026-01-05,COLLECT COD,RAIL,Customer requested labeled pallets.
1200026,7,15,2,6.00,1275.12,0.05,0.12,N,O,2025-12-30,2025-12-29,2026-01-06,DELIVER IN PERSON,SHIP,Keep dry during long-haul shipment.
1200026,14,9,3,15.00,8048.40,0.05,0.07,N,O,2026-01-08,2026-01-06,2026-01-16,DELIVER IN PERSON,RAIL,Partial release accepted by planning.
1200026,6,1,4,12.00,1650.48,0.04,0.21,N,O,2026-01-04,2026-01-02,2026-01-10,DELIVER IN PERSON,AIR,"Standard handling, no extra notes."
1200026,34,5,5,50.00,30839.00,0.05,0.09,N,O,2026-01-04,2026-01-04,2026-01-11,NONE,TRUCK,Keep dry during long-haul shipment.
1200027,16,7,1,15.00,8796.75,0.10,0.09,N,F,2025-12-16,2025-12-14,2025-12-18,TAKE BACK RETURN,AIR,Customer requested labeled pallets.
1200027,21,14,2,1.00,758.02,0.06,0.21,N,F,2025-12-15,2025-12-14,2025-12-21,DELIVER IN PERSON,AIR,Partial release accepted by planning.
1200027,28,9,3,2.00,1781.92,0.05,0.05,N,F,2025-12-21,2025-12-19,2025-12-28,NONE,MAIL,Keep dry during long-haul shipment.
1200027,9,9,4,8.00,3736.32,0.04,0.09,N,F,2025-12-16,2025-12-15,2025-12-20,NONE,RAIL,Keep dry during long-haul shipment.
1200027,35,13,5,10.00,8661.00,0.10,0.09,N,F,2025-12-22,2025-12-22,2025-12-24,COLLECT COD,AIR,Cross-border paperwork pre-cleared.
1200028,26,15,1,15.00,7693.20,0.04,0.07,A,F,2025-12-11,2025-12-10,2025-12-17,COLLECT COD,MAIL,Cross-border paperwork pre-cleared.
1200028,34,15,2,25.00,15419.50,0.01,0.18,N,F,2025-12-11,2025-12-10,2025-12-13,DELIVER IN PERSON,SHIP,Partial release accepted by planning.
1200028,12,7,3,3.00,1608.06,0.12,0.09,N,F,2025-12-12,2025-12-10,2025-12-14,TAKE BACK RETURN,SHIP,Late afternoon dock slot requested.
1200028,7,15,4,50.00,10626.00,0.08,0.09,A,F,2025-12-15,2025-12-13,2025-12-19,COLLECT COD,AIR,"Standard handling, no extra notes."
1200028,11,15,5,1.00,727.08,0.00,0.18,N,F,2025-12-10,2025-12-11,2025-12-14,NONE,TRUCK,Keep dry during long-haul shipment.
1200029,3,8,1,10.00,782.50,0.12,0.21,N,F,2025-12-12,2025-12-11,2025-12-17,TAKE BACK RETURN,TRUCK,Cross-border paperwork pre-cleared.
1200029,7,11,2,1.00,212.52,0.00,0.12,N,F,2025-12-03,2025-12-04,2025-12-09,COLLECT COD,RAIL,Late afternoon dock slot requested.
1200029,16,3,3,40.00,23458.00,0.01,0.21,N,F,2025-12-05,2025-12-06,2025-12-12,NONE,MAIL,Late afternoon dock slot requested.
1200029,25,8,4,2.00,457.62,0.02,0.05,N,F,2025-12-07,2025-12-07,2025-12-14,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared.
1200029,20,2,5,20.00,13508.00,0.05,0.07,N,F,2025-12-06,2025-12-04,2025-12-12,TAKE BACK RETURN,TRUCK,"Standard handling, no extra notes."
1200030,19,4,1,15.00,9486.90,0.05,0.05,N,F,2025-12-05,2025-12-06,2025-12-09,TAKE BACK RETURN,AIR,Late afternoon dock slot requested.
1200030,25,10,2,1.00,228.81,0.02,0.18,N,F,2025-12-08,2025-12-07,2025-12-13,COLLECT COD,AIR,Partial release accepted by planning.
1200030,31,10,3,12.00,4164.84,0.05,0.07,N,F,2025-12-06,2025-12-04,2025-12-12,NONE,MAIL,Partial release accepted by planning.
1200030,13,10,4,40.00,36011.60,0.05,0.09,N,F,2025-12-06,2025-12-06,2025-12-08,NONE,AIR,Keep dry during long-haul shipment.
1200030,40,8,5,5.00,4574.65,0.05,0.05,N,F,2025-12-11,2025-12-09,2025-12-16,NONE,TRUCK,Customer requested labeled pallets.
1200031,25,1,1,20.00,4576.20,0.01,0.12,N,F,2025-12-21,2025-12-20,2025-12-27,TAKE BACK RETURN,RAIL,Customer requested labeled pallets.
1200031,18,14,2,6.00,4657.50,0.01,0.07,N,F,2025-12-19,2025-12-20,2025-12-21,NONE,MAIL,Cross-border paperwork pre-cleared.
1200031,19,5,3,5.00,3162.30,0.03,0.07,R,F,2025-12-15,2025-12-14,2025-12-19,TAKE BACK RETURN,SHIP,Partial release accepted by planning.
1200031,17,4,4,4.00,1648.92,0.03,0.18,A,F,2025-12-17,2025-12-15,2025-12-21,NONE,MAIL,Partial release accepted by planning.
1200031,8,7,5,6.00,5506.80,0.04,0.07,N,F,2025-12-19,2025-12-19,2025-12-24,COLLECT COD,RAIL,Keep dry during long-haul shipment.
1200032,31,5,1,30.00,10412.10,0.05,0.09,N,O,2026-01-06,2026-01-04,2026-01-10,DELIVER IN PERSON,RAIL,Keep dry during long-haul shipment.
1200032,28,9,2,6.00,5345.76,0.05,0.09,N,O,2026-01-06,2026-01-04,2026-01-12,COLLECT COD,SHIP,"Standard handling, no extra notes."
1200032,34,5,3,5.00,3083.90,0.10,0.18,N,O,2026-01-04,2026-01-03,2026-01-09,TAKE BACK RETURN,AIR,Cross-border paperwork pre-cleared.
1200032,39,10,4,3.00,2448.27,0.10,0.05,N,O,2026-01-08,2026-01-07,2026-01-14,DELIVER IN PERSON,RAIL,Cross-border paperwork pre-cleared.
1200032,16,7,5,15.00,8796.75,0.02,0.21,N,O,2026-01-06,2026-01-04,2026-01-08,TAKE BACK RETURN,SHIP,"Standard handling, no extra notes."
1200033,16,4,1,2.00,1172.90,0.12,0.18,N,O,2026-01-06,2026-01-04,2026-01-14,TAKE BACK RETURN,AIR,Cross-border paperwork pre-cleared.
1200033,39,5,2,8.00,6528.72,0.04,0.07,N,O,2025-12-30,2025-12-30,2026-01-01,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared.
1200033,24,4,3,20.00,7075.00,0.04,0.12,N,O,2026-01-05,2026-01-03,2026-01-10,TAKE BACK RETURN,AIR,Keep dry during long-haul shipment.
1200033,31,5,4,8.00,2776.56,0.02,0.12,N,O,2025-12-26,2025-12-27,2026-01-02,NONE,TRUCK,Cross-border paperwork pre-cleared.
1200033,34,14,5,30.00,18503.40,0.12,0.18,N,O,2025-12-30,2025-12-30,2026-01-01,DELIVER IN PERSON,AIR,Keep dry during long-haul shipment.
1200034,39,11,1,3.00,2448.27,0.02,0.21,A,F,2025-12-12,2025-12-13,2025-12-15,TAKE BACK RETURN,SHIP,Keep dry during long-haul shipment.
1200034,21,13,2,15.00,11370.30,0.08,0.09,N,F,2025-12-15,2025-12-14,2025-12-19,COLLECT COD,RAIL,Late afternoon dock slot requested.
1200034,24,8,3,1.00,353.75,0.06,0.09,N,F,2025-12-14,2025-12-14,2025-12-17,COLLECT COD,AIR,Late afternoon dock slot requested.
1200034,19,5,4,8.00,5059.68,0.04,0.09,N,F,2025-12-11,2025-12-11,2025-12-14,NONE,RAIL,Cross-border paperwork pre-cleared.
1200034,40,5,5,10.00,9149.30,0.03,0.21,N,F,2025-12-17,2025-12-17,2025-12-23,TAKE BACK RETURN,AIR,Late afternoon dock slot requested.
1200035,38,8,1,1.00,61.74,0.01,0.18,N,F,2025-12-11,2025-12-10,2025-12-19,NONE,AIR,Partial release accepted by planning.
1200035,12,12,2,10.00,5360.20,0.08,0.12,R,F,2025-12-09,2025-12-08,2025-12-12,DELIVER IN PERSON,SHIP,Late afternoon dock slot requested.
1200035,34,14,3,30.00,18503.40,0.06,0.05,R,F,2025-12-08,2025-12-08,2025-12-13,DELIVER IN PERSON,TRUCK,Keep dry during long-haul shipment.
1200035,1,2,4,10.00,4787.60,0.08,0.21,N,F,2025-12-04,2025-12-04,2025-12-09,NONE,MAIL,"Standard handling, no extra notes."
1200035,35,4,5,3.00,2598.30,0.04,0.12,N,F,2025-12-14,2025-12-12,2025-12-20,COLLECT COD,TRUCK,Customer requested labeled pallets.
1200036,18,6,1,4.00,3105.00,0.08,0.21,R,F,2025-12-17,2025-12-16,2025-12-23,DELIVER IN PERSON,MAIL,Late afternoon dock slot requested.
1200036,38,8,2,4.00,246.96,0.02,0.07,R,F,2025-12-15,2025-12-14,2025-12-17,NONE,RAIL,Late afternoon dock slot requested.
1200036,37,10,3,15.00,4115.85,0.05,0.07,N,F,2025-12-20,2025-12-18,2025-12-26,NONE,RAIL,"Standard handling, no extra notes."
1200036,26,6,4,1.00,512.88,0.03,0.09,N,F,2025-12-15,2025-12-14,2025-12-21,TAKE BACK RETURN,TRUCK,Keep dry during long-haul shipment.
1200036,35,13,5,25.00,21652.50,0.02,0.18,R,F,2025-12-17,2025-12-18,2025-12-21,DELIVER IN PERSON,SHIP,Partial release accepted by planning.
1200037,16,7,1,20.00,11729.00,0.10,0.18,N,O,2025-12-31,2025-12-31,2026-01-08,TAKE BACK RETURN,TRUCK,Customer requested labeled pallets.
1200037,3,8,2,3.00,234.75,0.03,0.07,N,O,2026-01-05,2026-01-04,2026-01-09,COLLECT COD,RAIL,Keep dry during long-haul shipment.
1200037,30,12,3,25.00,2340.00,0.03,0.21,N,O,2026-01-05,2026-01-03,2026-01-12,COLLECT COD,RAIL,Late afternoon dock slot requested.
1200037,27,12,4,30.00,16013.10,0.10,0.18,N,O,2025-12-28,2025-12-27,2026-01-02,TAKE BACK RETURN,RAIL,Partial release accepted by planning.
1200037,9,3,5,2.00,934.08,0.05,0.05,N,O,2025-12-31,2026-01-01,2026-01-04,TAKE BACK RETURN,RAIL,Late afternoon dock slot requested.
1200038,14,10,1,30.00,16096.80,0.04,0.12,N,O,2025-12-30,2025-12-28,2026-01-05,COLLECT COD,TRUCK,Partial release accepted by planning.
1200038,30,12,2,2.00,187.20,0.05,0.18,N,F,2025-12-27,2025-12-28,2025-12-30,COLLECT COD,TRUCK,Cross-border paperwork pre-cleared.
1200038,18,15,3,3.00,2328.75,0.10,0.07,N,O,2025-12-30,2025-12-30,2026-01-06,COLLECT COD,SHIP,Late afternoon dock slot requested.
1200038,12,15,4,25.00,13400.50,0.05,0.18,N,O,2026-01-01,2025-12-31,2026-01-04,DELIVER IN PERSON,MAIL,Late afternoon dock slot requested.
1200038,6,1,5,50.00,6877.00,0.01,0.07,N,O,2025-12-28,2025-12-28,2026-01-02,NONE,TRUCK,Customer requested labeled pallets.
1200039,35,13,1,25.00,21652.50,0.02,0.18,N,F,2025-12-18,2025-12-19,2025-12-20,DELIVER IN PERSON,RAIL,Customer requested labeled pallets.
1200039,22,3,2,40.00,7490.40,0.00,0.12,A,F,2025-12-19,2025-12-19,2025-12-25,DELIVER IN PERSON,TRUCK,Late afternoon dock slot requested.
1200039,12,12,3,8.00,4288.16,0.04,0.18,N,F,2025-12-26,2025-12-24,2025-12-31,DELIVER IN PERSON,RAIL,Customer requested labeled pallets.
1200039,26,3,4,5.00,2564.40,0.06,0.21,N,F,2025-12-25,2025-12-23,2025-12-29,NONE,RAIL,Customer requested labeled pallets.
1200039,33,11,5,8.00,6051.52,0.12,0.18,N,F,2025-12-18,2025-12-17,2025-12-22,DELIVER IN PERSON,SHIP,Late afternoon dock slot requested.
1200040,3,14,1,3.00,234.75,0.10,0.18,N,O,2026-01-10,2026-01-09,2026-01-17,TAKE BACK RETURN,MAIL,Keep dry during long-haul shipment.
1200040,13,10,2,5.00,4501.45,0.12,0.09,N,O,2026-01-06,2026-01-06,2026-01-13,TAKE BACK RETURN,TRUCK,Partial release accepted by planning.
1200040,23,9,3,50.00,19500.50,0.05,0.21,N,O,2026-01-04,2026-01-02,2026-01-12,NONE,RAIL,Keep dry during long-haul shipment.
1200040,12,12,4,20.00,10720.40,0.01,0.21,N,O,2026-01-08,2026-01-07,2026-01-16,COLLECT COD,MAIL,Customer requested labeled pallets.
1200040,6,10,5,25.00,3438.50,0.00,0.21,N,O,2026-01-09,2026-01-08,2026-01-12,NONE,MAIL,Keep dry during long-haul shipment.
1200041,20,2,1,5.00,3377.00,0.03,0.09,N,F,2025-12-21,2025-12-21,2025-12-23,COLLECT COD,RAIL,Late afternoon dock slot requested.
1200041,25,8,2,8.00,1830.48,0.02,0.18,A,F,2025-12-24,2025-12-24,2025-12-28,NONE,AIR,Cross-border paperwork pre-cleared.
1200041,33,3,3,50.00,37822.00,0.00,0.18,N,F,2025-12-25,2025-12-24,2025-12-30,NONE,AIR,Cross-border paperwork pre-cleared.
1200041,28,9,4,4.00,3563.84,0.01,0.07,N,F,2025-12-18,2025-12-18,2025-12-22,TAKE BACK RETURN,RAIL,Keep dry during long-haul shipment.
1200041,31,5,5,10.00,3470.70,0.05,0.12,N,F,2025-12-22,2025-12-21,2025-12-25,COLLECT COD,SHIP,"Standard handling, no extra notes."
1200042,5,3,1,5.00,1173.85,0.03,0.21,N,O,2025-12-25,2025-12-25,2026-01-02,DELIVER IN PERSON,AIR,Customer requested labeled pallets.
1200042,19,5,2,6.00,3794.76,0.05,0.07,N,F,2025-12-25,2025-12-24,2025-12-31,NONE,AIR,Keep dry during long-haul shipment.
1200042,17,13,3,2.00,824.46,0.01,0.07,N,O,2025-12-28,2025-12-26,2026-01-03,COLLECT COD,TRUCK,Keep dry during long-haul shipment.
1200042,22,3,4,3.00,561.78,0.10,0.21,N,O,2025-12-27,2025-12-26,2026-01-04,DELIVER IN PERSON,MAIL,"Standard handling, no extra notes."
1200042,7,15,5,25.00,5313.00,0.04,0.07,N,F,2025-12-26,2025-12-25,2025-12-30,COLLECT COD,TRUCK,Keep dry during long-haul shipment.
1200043,4,1,1,2.00,622.42,0.00,0.07,N,F,2025-12-23,2025-12-23,2025-12-29,TAKE BACK RETURN,TRUCK,Late afternoon dock slot requested.
1200043,30,5,2,2.00,187.20,0.12,0.07,N,O,2025-12-29,2025-12-29,2026-01-04,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared.
1200043,20,5,3,25.00,16885.00,0.12,0.18,N,O,2025-12-28,2025-12-26,2026-01-05,NONE,SHIP,Late afternoon dock slot requested.
1200043,11,9,4,20.00,14541.60,0.10,0.09,N,O,2025-12-30,2025-12-28,2026-01-02,DELIVER IN PERSON,SHIP,Late afternoon dock slot requested.
1200043,36,12,5,3.00,82.59,0.04,0.07,N,O,2025-12-24,2025-12-25,2026-01-01,NONE,MAIL,Keep dry during long-haul shipment.
1200044,31,8,1,50.00,17353.50,0.10,0.21,N,F,2025-12-23,2025-12-23,2025-12-28,COLLECT COD,TRUCK,Partial release accepted by planning.
1200044,12,15,2,5.00,2680.10,0.05,0.12,N,F,2025-12-22,2025-12-22,2025-12-24,NONE,RAIL,Customer requested labeled pallets.
1200044,17,5,3,8.00,3297.84,0.03,0.18,N,F,2025-12-22,2025-12-21,2025-12-29,NONE,SHIP,Late afternoon dock slot requested.
1200044,34,15,4,6.00,3700.68,0.00,0.12,N,F,2025-12-24,2025-12-25,2025-12-31,TAKE BACK RETURN,MAIL,Customer requested labeled pallets.
1200044,5,3,5,4.00,939.08,0.06,0.09,N,F,2025-12-20,2025-12-18,2025-12-26,NONE,MAIL,Late afternoon dock slot requested.
1200045,23,2,1,5.00,1950.05,0.08,0.05,N,F,2025-12-11,2025-12-12,2025-12-17,TAKE BACK RETURN,SHIP,Late afternoon dock slot requested.
1200045,7,14,2,8.00,1700.16,0.12,0.09,N,F,2025-12-11,2025-12-11,2025-12-18,NONE,SHIP,Partial release accepted by planning.
1200045,15,1,3,50.00,23753.50,0.06,0.09,N,F,2025-12-09,2025-12-08,2025-12-14,NONE,MAIL,Keep dry during long-haul shipment.
1200045,4,1,4,8.00,2489.68,0.03,0.18,N,F,2025-12-08,2025-12-08,2025-12-12,NONE,AIR,Customer requested labeled pallets.
1200045,21,13,5,1.00,758.02,0.02,0.12,A,F,2025-12-05,2025-12-04,2025-12-10,COLLECT COD,SHIP,Cross-border paperwork pre-cleared.
1200046,38,8,1,25.00,1543.50,0.12,0.12,N,F,2025-12-15,2025-12-16,2025-12-19,COLLECT COD,RAIL,Cross-border paperwork pre-cleared.
1200046,20,2,2,15.00,10131.00,0.00,0.18,A,F,2025-12-15,2025-12-14,2025-12-20,DELIVER IN PERSON,TRUCK,Partial release accepted by planning.
1200046,25,8,3,25.00,5720.25,0.04,0.07,N,F,2025-12-20,2025-12-20,2025-12-26,COLLECT COD,SHIP,Late afternoon dock slot requested.
1200046,17,13,4,6.00,2473.38,0.02,0.18,N,F,2025-12-18,2025-12-19,2025-12-22,TAKE BACK RETURN,AIR,Partial release accepted by planning.
1200046,26,6,5,40.00,20515.20,0.10,0.12,N,F,2025-12-19,2025-12-20,2025-12-27,NONE,AIR,Late afternoon dock slot requested.
1200047,32,6,1,12.00,8489.16,0.08,0.05,N,O,2026-01-03,2026-01-03,2026-01-08,NONE,SHIP,Keep dry during long-haul shipment.
1200047,31,8,2,1.00,347.07,0.02,0.05,N,O,2026-01-03,2026-01-02,2026-01-11,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared.
1200047,15,3,3,15.00,7126.05,0.03,0.21,N,O,2026-01-02,2026-01-03,2026-01-04,TAKE BACK RETURN,MAIL,Keep dry during long-haul shipment.
1200047,17,13,4,20.00,8244.60,0.06,0.12,N,O,2026-01-01,2026-01-01,2026-01-09,COLLECT COD,MAIL,Partial release accepted by planning.
1200047,13,13,5,2.00,1800.58,0.01,0.21,N,O,2026-01-01,2025-12-30,2026-01-08,NONE,MAIL,Partial release accepted by planning.
1200048,28,9,1,1.00,890.96,0.04,0.05,N,O,2025-12-25,2025-12-23,2026-01-01,DELIVER IN PERSON,SHIP,Keep dry during long-haul shipment.
1200048,19,5,2,40.00,25298.40,0.01,0.12,N,F,2025-12-24,2025-12-24,2025-12-30,COLLECT COD,MAIL,Cross-border paperwork pre-cleared.
1200048,32,6,3,6.00,4244.58,0.03,0.21,N,O,2025-12-29,2025-12-29,2026-01-01,NONE,MAIL,Partial release accepted by planning.
1200048,9,3,4,1.00,467.04,0.05,0.09,A,F,2025-12-25,2025-12-26,2025-12-30,COLLECT COD,AIR,Keep dry during long-haul shipment.
1200048,21,13,5,10.00,7580.20,0.12,0.18,N,O,2025-12-31,2025-12-30,2026-01-07,COLLECT COD,RAIL,"Standard handling, no extra notes."
1200049,9,8,1,40.00,18681.60,0.12,0.05,N,F,2025-12-08,2025-12-06,2025-12-11,TAKE BACK RETURN,TRUCK,Customer requested labeled pallets.
1200049,4,14,2,1.00,311.21,0.05,0.12,R,F,2025-12-14,2025-12-12,2025-12-21,TAKE BACK RETURN,RAIL,Partial release accepted by planning.
1200049,21,1,3,1.00,758.02,0.12,0.12,N,F,2025-12-12,2025-12-11,2025-12-16,DELIVER IN PERSON,TRUCK,"Standard handling, no extra notes."
1200049,23,2,4,50.00,19500.50,0.00,0.05,N,F,2025-12-12,2025-12-10,2025-12-19,NONE,TRUCK,Keep dry during long-haul shipment.
1200049,31,8,5,3.00,1041.21,0.00,0.07,N,F,2025-12-08,2025-12-08,2025-12-13,TAKE BACK RETURN,RAIL,Partial release accepted by planning.
1200050,2,11,1,30.00,9873.30,0.01,0.07,N,F,2025-12-12,2025-12-11,2025-12-14,COLLECT COD,SHIP,Cross-border paperwork pre-cleared.
1200050,6,1,2,15.00,2063.10,0.04,0.05,N,F,2025-12-11,2025-12-09,2025-12-15,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared.
1200050,30,5,3,5.00,468.00,0.06,0.21,N,F,2025-12-11,2025-12-11,2025-12-15,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared.
1200050,38,8,4,2.00,123.48,0.01,0.18,N,F,2025-12-09,2025-12-07,2025-12-14,NONE,RAIL,Customer requested labeled pallets.
