l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
1200075,9,9,5,4.00,1868.16,0.00,0.18,N,F,2025-12-27,2025-12-26,2025-12-29,DELIVER IN PERSON,MAIL,Cross-border paperwork pre-cleared.
1200076,4,14,1,2.00,622.42,0.04,0.09,N,O,2026-01-08,2026-01-08,2026-01-11,TAKE BACK RETURN,AIR,Keep dry during long-haul shipment.
1200076,28,4,2,15.00,13364.40,0.10,0.07,N,O,2026-01-05,2026-01-04,2026-01-09,TAKE BACK RETURN,SHIP,Customer requested labeled pallets.
1200076,24,3,3,4.00,1415.00,0.03,0.07,N,O,2026-01-03,2026-01-04,2026-01-06,COLLECT COD,AIR,Partial release accepted by planning.
1200076,5,3,4,25.00,5869.25,0.06,0.07,N,O,2026-01-07,2026-01-06,2026-01-14,TAKE BACK RETURN,TRUCK,Keep dry during long-haul shipment.
1200076,12,12,5,15.00,8040.30,0.05,0.09,N,O,2026-01-02,2026-01-03,2026-01-05,COLLECT COD,MAIL,Keep dry during long-haul shipment.
1200077,2,11,1,25.00,8227.75,0.02,0.18,N,F,2025-12-05,2025-12-04,2025-12-11,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared.
1200077,17,4,2,2.00,824.46,0.05,0.18,R,F,2025-12-12,2025-12-11,2025-12-14,TAKE BACK RETURN,AIR,Partial release accepted by planning.
1200077,36,12,3,40.00,1101.20,0.01,0.18,A,F,2025-12-12,2025-12-10,2025-12-15,DELIVER IN PERSON,MAIL,Late afternoon dock slot requested.
1200077,7,11,4,20.00,4250.40,0.00,0.05,N,F,2025-12-12,2025-12-11,2025-12-19,DELIVER IN PERSON,RAIL,Customer requested labeled pallets.
1200077,18,6,5,40.00,31050.00,0.05,0.09,N,F,2025-12-06,2025-12-07,2025-12-10,NONE,SHIP,Late afternoon dock slot requested.
1200078,11,9,1,30.00,21812.40,0.05,0.21,N,O,2025-12-30,2025-12-28,2026-01-03,TAKE BACK RETURN,TRUCK,Customer requested labeled pallets.
1200078,36,13,2,20.00,550.60,0.03,0.09,N,O,2025-12-29,2025-12-29,2026-01-03,TAKE BACK RETURN,RAIL,Keep dry during long-haul shipment.
1200078,14,9,3,8.00,4292.48,0.05,0.05,N,O,2025-12-25,2025-12-24,2026-01-02,DELIVER IN PERSON,MAIL,Partial release accepted by planning.
1200078,23,9,4,4.00,1560.04,0.01,0.18,R,F,2025-12-26,2025-12-27,2025-12-31,NONE,MAIL,Customer requested labeled pallets.
1200078,6,1,5,8.00,1100.32,0.12,0.09,N,O,2025-12-31,2025-12-30,2026-01-03,TAKE BACK RETURN,AIR,Partial release accepted by planning.
1200079,16,7,1,30.00,17593.50,0.10,0.12,N,O,2026-01-02,2026-01-01,2026-01-09,TAKE BACK RETURN,AIR,Cross-border paperwork pre-cleared.
1200079,38,2,2,2.00,123.48,0.05,0.09,N,O,2026-01-02,2025-12-31,2026-01-08,DELIVER IN PERSON,SHIP,Partial release accepted by planning.
1200079,27,5,3,20.00,10675.40,0.10,0.21,N,O,2026-01-05,2026-01-03,2026-01-12,COLLECT COD,MAIL,Late afternoon dock slot requested.
1200079,10,11,4,10.00,2285.10,0.04,0.21,N,O,2026-01-02,2026-01-03,2026-01-06,TAKE BACK RETURN,SHIP,Partial release accepted by planning.
1200079,12,15,5,6.00,3216.12,0.02,0.12,N,O,2026-01-04,2026-01-04,2026-01-07,NONE,SHIP,Partial release accepted by planning.
1200080,9,3,1,30.00,14011.20,0.03,0.18,N,O,2026-01-04,2026-01-02,2026-01-07,COLLECT COD,TRUCK,"Standard handling, no extra notes."
1200080,1,8,2,2.00,957.52,0.08,0.05,N,O,2026-01-02,2026-01-03,2026-01-05,TAKE BACK RETURN,MAIL,"Standard handling, no extra notes."
1200080,21,1,3,1.00,758.02,0.04,0.21,N,O,2026-01-04,2026-01-03,2026-01-07,COLLECT COD,AIR,Customer requested labeled pallets.
1200080,16,3,4,10.00,5864.50,0.12,0.09,N,O,2025-12-29,2025-12-28,2026-01-06,NONE,SHIP,Late afternoon dock slot requested.
1200080,22,5,5,1.00,187.26,0.06,0.18,N,O,2026-01-04,2026-01-04,2026-01-09,COLLECT COD,AIR,Partial release accepted by planning.
1200081,22,3,1,25.00,4681.50,0.00,0.18,N,F,2025-12-27,2025-12-27,2025-12-30,NONE,SHIP,Customer requested labeled pallets.
1200081,7,14,2,2.00,425.04,0.02,0.18,R,F,2025-12-26,2025-12-25,2025-12-29,COLLECT COD,RAIL,Keep dry during long-haul shipment.
1200081,2,13,3,10.00,3291.10,0.08,0.18,N,O,2025-12-29,2025-12-27,2026-01-04,COLLECT COD,MAIL,Partial release accepted by planning.
1200081,1,2,4,10.00,4787.60,0.08,0.05,N,F,2025-12-27,2025-12-27,2025-12-30,COLLECT COD,SHIP,"Standard handling, no extra notes."
1200081,30,12,5,1.00,93.60,0.00,0.07,N,O,2025-12-30,2025-12-28,2026-01-04,COLLECT COD,MAIL,Keep dry during long-haul shipment.
1200082,5,12,1,40.00,9390.80,0.02,0.12,N,F,2025-12-13,2025-12-11,2025-12-15,DELIVER IN PERSON,AIR,Partial release accepted by planning.
1200082,40,5,2,15.00,13723.95,0.05,0.21,N,F,2025-12-10,2025-12-08,2025-12-12,TAKE BACK RETURN,SHIP,Keep dry during long-haul shipment.
1200082,37,2,3,50.00,13719.50,0.01,0.12,A,F,2025-12-07,2025-12-08,2025-12-13,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared.
1200082,38,3,4,25.00,1543.50,0.06,0.09,N,F,2025-12-08,2025-12-06,2025-12-12,DELIVER IN PERSON,AIR,Late afternoon dock slot requested.
1200082,32,2,5,20.00,14148.60,0.12,0.18,N,F,2025-12-09,2025-12-07,2025-12-15,DELIVER IN PERSON,TRUCK,Keep dry during long-haul shipment.
1200083,17,4,1,25.00,10305.75,0.08,0.09,N,F,2025-12-27,2025-12-26,2025-12-30,NONE,RAIL,Cross-border paperwork pre-cleared.
1200083,38,8,2,2.00,123.48,0.08,0.05,N,O,2025-12-29,2025-12-27,2026-01-06,DELIVER IN PERSON,RAIL,Keep dry during long-haul shipment.
1200083,28,9,3,50.00,44548.00,0.08,0.21,N,O,2026-01-04,2026-01-03,2026-01-11,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared.
1200083,15,9,4,4.00,1900.28,0.05,0.05,N,O,2026-01-01,2026-01-01,2026-01-08,DELIVER IN PERSON,RAIL,Late afternoon dock slot requested.
1200083,24,3,5,20.00,7075.00,0.03,0.12,N,O,2026-01-03,2026-01-02,2026-01-06,DELIVER IN PERSON,SHIP,Cross-border paperwork pre-cleared.
1200084,34,5,1,10.00,6167.80,0.00,0.05,N,O,2025-12-29,2025-12-29,2026-01-06,COLLECT COD,MAIL,Customer requested labeled pallets.
1200084,12,15,2,25.00,13400.50,0.02,0.12,N,O,2026-01-03,2026-01-02,2026-01-10,DELIVER IN PERSON,TRUCK,Late afternoon dock slot requested.
1200084,10,8,3,12.00,2742.12,0.06,0.07,N,F,2025-12-27,2025-12-27,2025-12-29,COLLECT COD,TRUCK,"Standard handling, no extra notes."
1200084,6,10,4,2.00,275.08,0.01,0.05,N,O,2025-12-27,2025-12-28,2026-01-03,TAKE BACK RETURN,AIR,Partial release accepted by planning.
1200084,38,3,5,20.00,1234.80,0.04,0.21,N,F,2025-12-26,2025-12-27,2025-12-28,NONE,RAIL,Cross-border paperwork pre-cleared.
1200085,16,7,1,30.00,17593.50,0.12,0.07,N,F,2025-12-18,2025-12-16,2025-12-24,COLLECT COD,MAIL,Cross-border paperwork pre-cleared.
1200085,39,5,2,40.00,32643.60,0.12,0.09,N,F,2025-12-16,2025-12-16,2025-12-21,COLLECT COD,SHIP,Keep dry during long-haul shipment.
1200085,31,8,3,40.00,13882.80,0.10,0.18,N,F,2025-12-24,2025-12-22,2025-12-28,DELIVER IN PERSON,RAIL,Customer requested labeled pallets.
1200085,26,3,4,15.00,7693.20,0.12,0.12,N,F,2025-12-22,2025-12-22,2025-12-27,NONE,TRUCK,Partial release accepted by planning.
1200085,30,15,5,10.00,936.00,0.00,0.12,N,F,2025-12-22,2025-12-22,2025-12-24,NONE,TRUCK,"Standard handling, no extra notes."
1200086,11,9,1,15.00,10906.20,0.05,0.21,N,F,2025-12-25,2025-12-23,2025-12-31,DELIVER IN PERSON,RAIL,Keep dry during long-haul shipment.
1200086,19,12,2,2.00,1264.92,0.06,0.07,N,F,2025-12-25,2025-12-25,2025-12-30,COLLECT COD,TRUCK,Keep dry during long-haul shipment.
1200086,2,13,3,5.00,1645.55,0.01,0.18,A,F,2025-12-25,2025-12-23,2025-12-31,NONE,AIR,Late afternoon dock slot requested.
1200086,13,7,4,1.00,900.29,0.12,0.18,N,O,2025-12-29,2025-12-27,2026-01-01,TAKE BACK RETURN,TRUCK,"Standard handling, no extra notes."
1200086,3,3,5,1.00,78.25,0.10,0.12,N,F,2025-12-24,2025-12-23,2025-12-26,COLLECT COD,TRUCK,Late afternoon dock slot requested.
1200087,35,13,1,25.00,21652.50,0.08,0.09,N,F,2025-12-12,2025-12-10,2025-12-20,DELIVER IN PERSON,AIR,Keep dry during long-haul shipment.
1200087,14,8,2,3.00,1609.68,0.03,0.09,N,F,2025-12-08,2025-12-07,2025-12-13,TAKE BACK RETURN,MAIL,"Standard handling, no extra notes."
1200087,26,6,3,25.00,12822.00,0.03,0.09,N,F,2025-12-08,2025-12-09,2025-12-16,COLLECT COD,MAIL,"Standard handling, no extra notes."
1200087,15,1,4,5.00,2375.35,0.06,0.09,A,F,2025-12-06,2025-12-06,2025-12-09,NONE,RAIL,Cross-border paperwork pre-cleared.
1200087,37,5,5,50.00,13719.50,0.02,0.12,N,F,2025-12-07,2025-12-08,2025-12-14,DELIVER IN PERSON,RAIL,Partial release accepted by planning.
1200088,1,5,1,10.00,4787.60,0.05,0.09,N,F,2025-12-21,2025-12-21,2025-12-29,NONE,SHIP,"Standard handling, no extra notes."
1200088,16,3,2,30.00,17593.50,0.06,0.12,A,F,2025-12-22,2025-12-22,2025-12-28,TAKE BACK RETURN,AIR,Customer requested labeled pallets.
1200088,25,1,3,3.00,686.43,0.05,0.05,N,O,2025-12-26,2025-12-26,2026-01-03,NONE,RAIL,Keep dry during long-haul shipment.
1200088,20,7,4,8.00,5403.20,0.04,0.07,N,O,2025-12-28,2025-12-26,2026-01-05,COLLECT COD,AIR,Keep dry during long-haul shipment.
1200088,30,5,5,50.00,4680.00,0.00,0.21,N,F,2025-12-27,2025-12-27,2025-12-31,NONE,MAIL,Keep dry during long-haul shipment.
1200089,37,2,1,30.00,8231.70,0.02,0.07,N,O,2025-12-31,2026-01-01,2026-01-06,COLLECT COD,RAIL,Keep dry during long-haul shipment.
1200089,38,8,2,5.00,308.70,0.02,0.21,N,O,2025-12-28,2025-12-26,2026-01-02,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared.
1200089,4,1,3,4.00,1244.84,0.06,0.18,N,O,2025-12-28,2025-12-29,2026-01-01,TAKE BACK RETURN,RAIL,Partial release accepted by planning.
1200089,10,6,4,10.00,2285.10,0.03,0.21,N,O,2025-12-29,2025-12-29,2026-01-04,DELIVER IN PERSON,MAIL,Late afternoon dock slot requested.
1200089,25,1,5,10.00,2288.10,0.08,0.07,N,F,2025-12-25,2025-12-26,2025-12-31,NONE,AIR,"Standard handling, no extra notes."
1200090,26,3,1,6.00,3077.28,0.10,0.07,N,O,2025-12-26,2025-12-26,2026-01-03,TAKE BACK RETURN,AIR,Keep dry during long-haul shipment.
1200090,2,13,2,5.00,1645.55,0.04,0.18,N,F,2025-12-24,2025-12-25,2025-12-26,NONE,RAIL,Cross-border paperwork pre-cleared.
1200090,5,12,3,25.00,5869.25,0.06,0.21,N,O,2025-12-31,2025-12-30,2026-01-02,COLLECT COD,TRUCK,"Standard handling, no extra notes."
1200090,9,3,4,40.00,18681.60,0.05,0.07,N,O,2026-01-02,2026-01-02,2026-01-04,DELIVER IN PERSON,RAIL,Keep dry during long-haul shipment.
1200090,30,12,5,8.00,748.80,0.01,0.18,N,O,2025-12-25,2025-12-26,2026-01-01,COLLECT COD,TRUCK,"Standard handling, no extra notes."
1200091,37,10,1,15.00,4115.85,0.03,0.18,N,F,2025-12-08,2025-12-09,2025-12-11,COLLECT COD,TRUCK,Partial release accepted by planning.
1200091,5,6,2,3.00,704.31,0.12,0.05,N,F,2025-12-15,2025-12-16,2025-12-21,NONE,TRUCK,Keep dry during long-haul shipment.
1200091,4,4,3,20.00,6224.20,0.03,0.18,N,F,2025-12-09,2025-12-09,2025-12-14,TAKE BACK RETURN,MAIL,Late afternoon dock slot requested.
1200091,31,8,4,20.00,6941.40,0.08,0.09,N,F,2025-12-14,2025-12-14,2025-12-16,NONE,SHIP,Cross-border paperwork pre-cleared.
1200091,19,12,5,4.00,2529.84,0.08,0.12,N,F,2025-12-11,2025-12-11,2025-12-18,DELIVER IN PERSON,TRUCK,Partial release accepted by planning.
1200092,17,4,1,5.00,2061.15,0.10,0.09,N,F,2025-12-21,2025-12-19,2025-12-23,NONE,MAIL,Partial release accepted by planning.
1200092,3,3,2,3.00,234.75,0.08,0.07,N,F,2025-12-25,2025-12-25,2025-12-28,TAKE BACK RETURN,SHIP,Customer requested labeled pallets.
1200092,40,8,3,2.00,1829.86,0.08,0.21,N,F,2025-12-23,2025-12-24,2025-12-26,NONE,RAIL,"Standard handling, no extra notes."
1200092,29,7,4,5.00,1959.95,0.02,0.07,N,F,2025-12-24,2025-12-23,2025-12-30,COLLECT COD,RAIL,Late afternoon dock slot requested.
1200092,9,3,5,4.00,1868.16,0.08,0.21,N,O,2025-12-25,2025-12-24,2026-01-01,COLLECT COD,SHIP,"Standard handling, no extra notes."
1200093,33,10,1,50.00,37822.00,0.03,0.09,N,F,2025-12-22,2025-12-20,2025-12-29,COLLECT COD,TRUCK,"Standard handling, no extra notes."
1200093,40,8,2,3.00,2744.79,0.04,0.07,N,O,2025-12-24,2025-12-25,2026-01-01,COLLECT COD,TRUCK,Cross-border paperwork pre-cleared.
1200093,10,11,3,1.00,228.51,0.12,0.09,N,F,2025-12-26,2025-12-25,2025-12-29,DELIVER IN PERSON,MAIL,Late afternoon dock slot requested.
1200093,38,2,4,5.00,308.70,0.10,0.12,N,F,2025-12-20,2025-12-21,2025-12-27,COLLECT COD,RAIL,Customer requested labeled pallets.
1200093,30,15,5,30.00,2808.00,0.02,0.05,N,F,2025-12-18,2025-12-17,2025-12-25,NONE,AIR,Customer requested labeled pallets.
1200094,8,7,1,2.00,1835.60,0.00,0.18,A,F,2025-12-22,2025-12-20,2025-12-26,COLLECT COD,RAIL,"Standard handling, no extra notes."
1200094,27,5,2,40.00,21350.80,0.00,0.07,N,F,2025-12-20,2025-12-19,2025-12-23,NONE,MAIL,Partial release accepted by planning.
1200094,3,3,3,25.00,1956.25,0.04,0.12,N,O,2025-12-26,2025-12-25,2026-01-03,DELIVER IN PERSON,RAIL,Keep dry during long-haul shipment.
1200094,35,14,4,4.00,3464.40,0.10,0.12,N,F,2025-12-20,2025-12-20,2025-12-23,COLLECT COD,RAIL,"Standard handling, no extra notes."
1200094,21,14,5,20.00,15160.40,0.12,0.05,N,F,2025-12-22,2025-12-20,2025-12-24,DELIVER IN PERSON,SHIP,Cross-border paperwork pre-cleared.
1200095,8,3,1,15.00,13767.00,0.08,0.09,N,O,2025-12-24,2025-12-22,2026-01-01,COLLECT COD,AIR,Customer requested labeled pallets.
1200095,11,15,2,1.00,727.08,0.10,0.07,R,F,2025-12-25,2025-12-24,2025-12-29,NONE,MAIL,Cross-border paperwork pre-cleared.
1200095,3,14,3,2.00,156.50,0.04,0.07,N,F,2025-12-19,2025-12-19,2025-12-23,TAKE BACK RETURN,TRUCK,Keep dry during long-haul shipment.
1200095,12,15,4,30.00,16080.60,0.12,0.12,R,F,2025-12-26,2025-12-27,2025-12-29,DELIVER IN PERSON,TRUCK,Cross-border paperwork pre-cleared.
1200095,29,15,5,25.00,9799.75,0.03,0.09,R,F,2025-12-19,2025-12-19,2025-12-26,TAKE BACK RETURN,SHIP,Customer requested labeled pallets.
1200096,35,4,1,3.00,2598.30,0.10,0.07,N,O,2026-01-01,2026-01-01,2026-01-09,NONE,MAIL,Keep dry during long-haul shipment.
1200096,9,8,2,25.00,11676.00,0.02,0.18,N,O,2026-01-04,2026-01-03,2026-01-07,NONE,AIR,Customer requested labeled pallets.
1200096,16,4,3,40.00,23458.00,0.08,0.07,N,O,2025-12-30,2025-12-28,2026-01-05,TAKE BACK RETURN,TRUCK,"Standard handling, no extra notes."
1200096,5,3,4,1.00,234.77,0.04,0.12,R,F,2025-12-28,2025-12-29,2025-12-31,DELIVER IN PERSON,AIR,Partial release accepted by planning.
1200096,24,4,5,3.00,1061.25,0.08,0.21,N,O,2026-01-02,2026-01-03,2026-01-06,NONE,MAIL,Keep dry during long-haul shipment.
1200097,5,6,1,30.00,7043.10,0.06,0.07,N,F,2025-12-21,2025-12-22,2025-12-25,COLLECT COD,RAIL,Late afternoon dock slot requested.
1200097,9,9,2,3.00,1401.12,0.10,0.21,A,F,2025-12-21,2025-12-22,2025-12-28,TAKE BACK RETURN,RAIL,Keep dry during long-haul shipment.
1200097,8,3,3,2.00,1835.60,0.01,0.21,N,F,2025-12-21,2025-12-20,2025-12-27,COLLECT COD,TRUCK,Keep dry during long-haul shipment.
1200097,28,14,4,15.00,13364.40,0.06,0.12,A,F,2025-12-18,2025-12-17,2025-12-21,TAKE BACK RETURN,AIR,Customer requested labeled pallets.
1200097,7,15,5,10.00,2125.20,0.03,0.18,A,F,2025-12-16,2025-12-17,2025-12-23,COLLECT COD,MAIL,Customer requested labeled pallets.
1200098,18,6,1,15.00,11643.75,0.04,0.21,N,F,2025-12-15,2025-12-16,2025-12-22,TAKE BACK RETURN,SHIP,"Standard handling, no extra notes."
1200098,17,5,2,30.00,12366.90,0.10,0.05,R,F,2025-12-19,2025-12-17,2025-12-26,COLLECT COD,RAIL,Cross-border paperwork pre-cleared.
1200098,3,3,3,6.00,469.50,0.12,0.21,N,F,2025-12-19,2025-12-18,2025-12-22,NONE,MAIL,Keep dry during long-haul shipment.
1200098,36,3,4,2.00,55.06,0.00,0.07,N,F,2025-12-11,2025-12-11,2025-12-16,COLLECT COD,SHIP,Cross-border paperwork pre-cleared.
1200098,7,15,5,8.00,1700.16,0.12,0.12,N,F,2025-12-15,2025-12-14,2025-12-17,COLLECT COD,MAIL,Late afternoon dock slot requested.
1200099,28,9,1,1.00,890.96,0.10,0.12,N,F,2025-12-25,2025-12-24,2025-12-27,TAKE BACK RETURN,RAIL,Customer requested labeled pallets.
1200099,34,14,2,3.00,1850.34,0.06,0.07,N,O,2025-12-31,2025-12-31,2026-01-03,NONE,MAIL,Customer requested labeled pallets.
1200099,25,1,3,30.00,6864.30,0.02,0.12,N,O,2025-12-29,2025-12-27,2026-01-01,TAKE BACK RETURN,AIR,Partial release accepted by planning.
1200099,8,7,4,4.00,3671.20,0.05,0.05,N,O,2026-01-01,2025-12-30,2026-01-04,DELIVER IN PERSON,TRUCK,Cross-border paperwork pre-cleared.
1200099,38,8,5,2.00,123.48,0.01,0.21,N,O,2025-12-29,2025-12-29,2026-01-06,COLLECT COD,RAIL,Customer requested labeled pallets.
1200100,30,15,1,30.00,2808.00,0.01,0.05,N,F,2025-12-03,2025-12-04,2025-12-10,COLLECT COD,TRUCK,Cross-border paperwork pre-cleared.
1200100,14,10,2,3.00,1609.68,0.10,0.12,N,F,2025-12-10,2025-12-11,2025-12-17,COLLECT COD,TRUCK,Cross-border paperwork pre-cleared.
1200100,15,1,3,8.00,3800.56,0.00,0.07,N,F,2025-12-09,2025-12-10,2025-12-11,NONE,RAIL,Customer requested labeled pallets.
1200100,11,9,4,50.00,36354.00,0.02,0.07,N,F,2025-12-11,2025-12-09,2025-12-16,DELIVER IN PERSON,AIR,Late afternoon dock slot requested.
1200100,33,3,5,30.00,22693.20,0.12,0.21,N,F,2025-12-12,2025-12-11,2025-12-19,COLLECT COD,SHIP,Cross-border paperwork pre-cleared.
